eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199308250001,1993,8,25,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newtownards,,,,0,Ulster (Province),08/25/1993: A pipe bomb left by the Red Hand Commandos inside a pub in Northern Ireland was defused by security forces.,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,,,Jolly Judge Pub,Jolly Judge Pub in Newtownards,233,Northern Ireland,,,,,,,,,,,,,,,,,Red Hand Commandos,,,,,,Unknown,0,,,0,,0,1,3,Call (pre-incident),,,,,,,-9,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,The outlawed loyalist paramilitary group Red Hand Commandos claimed responsibility for the attack.,"Ian Graham, “Army Defuses Ulster Pub Bomb,” Press Association, August 26, 1993.","Dick Grogan, “UDA warns civil servants but folk fans get reprieve,” The Irish Times, August 28, 1993.",,CETIS,0,0,1,1,
199308250002,1993,8,25,,0,,92,India,6,South Asia,Manipur (State),Imphal,,,,0,,"08/25/1993: Separatist tribal militants attacked soldiers and civilians in Manipur's capital city of Imphal, killing six and injuring seven others.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,Indian Paramilitary Forces (PMF),Paramilitary troopers in Imphal,92,India,14,Private Citizens & Property,,,Civilians,Unidentified civilians in Imphal,92,India,,,,,,,,,Unknown,,,,,,Possibly to press separatist demands.,0,,,0,,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,6,0,0,7,0,0,0,,,,,0,,,,,,,,,,,,,,,,The most active separatist tribal group in the region in the National Socialist Council of Nagaland.,"“Six killed in terrorist strike in eastern India,” Agence France Presse, August 25, 1993.",,,CETIS,-9,-9,0,-9,
199308250003,1993,8,25,,1,9/4/1993,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,0,,"08/25/1993: Four unknown perpetrators dressed as Turkish Security Officers kidnapped Iranian dissident, Mohammad Khaderi from his home in Turkey. Khaderi was found on September 4, 1993.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,,,Dissident,"Iranian dissident, Mohammad Khaderi",94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,4,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,1,1,0,,10,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199308250004,1993,8,25,,0,,209,Turkey,10,Middle East & North Africa,Istanbul (Province),Istanbul,,,,0,,"08/25/1993: Six German tourists and their Turkish guide were injured when an unknown assailant threw a Molotov cocktail at their group in Istanbul, Turkey.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,18,Tourists,,,Tourists,Six German tourists in Istanbul,75,Germany,14,Private Citizens & Property,,,Civilian,Tour guide,209,Turkey,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,1,0,0,,,,,,,,,-9,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,,0,0,0,7,0,0,0,,,,,0,,,,,,,,,,,,,,,,"The German victims were identified as Zilheim Plitt, Ludwig (no other name given), Wilhelm Peter, Margaret Alaska, Ute Hanse, and Ann Christine and the Turkish guide was Gursel Torba.","Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199308260002,1993,8,26,,0,,8,Angola,11,Sub-Saharan Africa,Huambo (Province),Cambambo and Cabal,,,,1,"In this incident the target, UN trucks, were on their way to Cambambo and Cabal.","08/26/1993: Unknown men attacked a 75-truck World Food Programme convoy in a government controlled area in Huambo Province, Angola. One person was killed another wounded and the trucks and their cargo were destroyed.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,12,NGO,,,World Food Programme,"World Food Programme convoy of 75 trucks and 1,970 tons of foodstuffs",999,Multinational,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,1,,0,1,,0,1,2,Major (likely >= $1 million but < $1 billion),,Three trucks and their cargo were destroyed.,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199308270001,1993,8,27,,0,,183,South Africa,11,Sub-Saharan Africa,Western Cape (Province),Beaufort West,,,,0,,"08/27/1993: Gunmen in South Africa opened fire on a luxury double-decker bus carrying predominantly white passengers, in an attack that may be racially motivated. The attack took place 280 kilometers northeast of Cape Town. Eight passengers were injured.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,19,Transportation,,,,Luxury double-decker bus in Beaufort West,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,Possibly racially motivated,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,0,0,0,8,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Tom Cohen, “Gunmen Wound Eight in Bus Attack,” The Associated Press, August 27, 1993.","Peter Younghusband, “Eight are shot in desert bus attack,” Daily Mail (London), August 28, 1993.",,CETIS,-9,-9,0,-9,
199308270002,1993,8,27,,0,,177,Sierra Leone,11,Sub-Saharan Africa,Southern (Province),Golahun,,,,1,This incident occurred near Golahun village.,08/27/1993: United Revolutionary Front gunmen killed two nurses from the International Committee of the Red Cross and wounded another while traveling in a convoy near Golahun village in Sierra Leone. The gunmen kidnapped the truck drivers and destroyed their vehicles. The perpetrators also kidnapped the convoy's two Gambian drivers.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,12,NGO,,,International Committee of the Red Cross,An Red Cross two-truck aid convoy,999,Multinational,,,,,,,,,,,,,,,,,Revolutionary United Front (RUF),,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,,,,,,,,,2,0,0,1,0,0,1,,,,The trucks were burned.,1,2,0,,-99,,,0,,,,,,7,Unknown,-99,"The Red Cross victims were: Susanne Buser, 36, a Swiss citizen, and Sarah Leomy, 36, of Sierra Leone were killed. Bernadette Peterhans, a Swiss nurse, was wounded in the arm. The fate of the kidnapped Gambian drivers was unknown. The International Committee of the Red Cross suspended its operations in the area after this incident.","Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199308280001,1993,8,28,,0,,603,United Kingdom,8,Western Europe,England,London,,,,0,London (City of),"08/28/1993: IRA planted a pocket-sized bomb inside London's ""security ring."" The device was planted behind a billboard in Wormwood Street in Bishopsgate. No one was injured.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,City of London,London City Center,216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,Unknown,0,,,0,,0,1,3,Call (pre-incident),,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,,"Michael Smith, “City security tighter after bomb find,” Financial Times, August 31, 1993.","Peter Rose, “Police expected IRA’s semtex ‘calling card,’” Daily Mail (London), August 30, 1993.",,CETIS,1,0,1,1,
199308280002,1993,8,28,,0,,209,Turkey,10,Middle East & North Africa,Ankara (Province),Ankara,,,,0,,"08/28/1993: Iranian dissident, Behram Azadfer, was assassinated by unknown perpetrators in Ankara, Turkey.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Dissident,Behram Azadfer,94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199308290001,1993,8,29,,0,,186,Sri Lanka,6,South Asia,Western (Province),Colombo,,,,0,,"08/29/1993: In Sri Lanka, Tamil Tigers carried out a suicide attack on a navy gunboat near Point Pedro, killing 15 navy personnel.",1,1,0,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,,,Sri Lankan Navy,Israeli-built Dovra-class navy gunboat in Colombo,186,Sri Lanka,,,,,,,,,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,Unknown,0,,,0,3,0,1,10,Unknown,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,15,0,3,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"“Tigers claim navy gunboat sunk in suicide attack,” Agence France Presse, August 30, 1993.","“Tigers sink Israeli-built gunboat, Sri Lanka violence escalates,” Agence France Presse, August 29, 1993.",,CETIS,0,0,0,0,
199308300001,1993,8,30,,0,,6,Algeria,10,Middle East & North Africa,Algiers (Province),Algiers,,,,0,,08/30/1993: Forty to fifty unidentified gunmen set fire to a shoe factory in Algiers after ordering the workers to their knees at gunpoint. No one was reportedly killed or injured.,1,1,0,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,,,,Shoe factory in Algiers,6,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,40,0,0,,,,,,,,,-9,8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),2000000,,0,,,,,,,,,,,,,,,,The factory employed 430 people. It was unclear whether the attack was connected to recent Islamic extremist violence.,"“Gunmen Destroy Shoe Factory,” The Associated Press, August 30, 1993.",,,CETIS,-9,-9,0,-9,
199308310001,1993,8,31,,1,9/1/1993,145,Nicaragua,2,Central America & Caribbean,Matagalpa (Department),San Ramon,,,,1,This incident occurred on a road on the outskirts of San Ramon.,"08/31/1993: Forty former soldiers of the previous Sandinista government kidnapped 200 civilians and seized 20 vehicles en route to San Ramon village, Nicaragua. The rebels demanded to talk to the Organization of American States (OAS) monitors of the Nicaraguan truce accord and to the government's Special Disarmament Brigades. During a rescue operation on September 1, 1993, three rebels were killed and the kidnap victims were released.",1,1,1,0,,,0,0,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,,,Civilians,200 civilians in 20 vehicles en route to San Ramon village,145,Nicaragua,,,,,,,,,,,,,,,,,Other,,,,,,The perpetrators wanted to discuss the truce accord with OAS members.,0,,,0,40,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,,,,,1,200,0,,1,,,0,,,,,,5,Successful Rescue,200,"Government troops staged a pre-dawn raid on September 1st, killing three rebels and freeing the hostages. Many other rebels escaped.","Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,0,-9,
199309020002,1993,9,2,August/September 1993,1,,45,Colombia,3,South America,Tolima (Department),Tolima,,,,0,,"09/02/1993: In Colombia, the leftist guerrilla campaign called ""Black September,"" waged by the Revolutionary Armed Forces of Colombia (FARC) and the National Liberation Army (ELN), left 38 soldiers dead in a display of force aimed at bringing the Colombian government back to the negotiating table. The total number of injuries was unknown.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,3,Police,,,Colombian Law Enforcement,Tolima Police,45,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,National Liberation Army of Colombia (ELN),,,,Unknown,0,0,,0,15,,1,8,Personal claim,-9,,,,,,0,13,Unknown,,,,,,,,,,,,,,,,38,0,,,0,,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,"Rebels announced the ""Black September"" terrorist offensive, saying they planned to kidnap public figures, attack the military and police and sabotage the country's infrastructure. (This one of two related attacks [cf: 199309020003]).","“‘Black September’ Rebel Offensive Leaves 30 Security Forces Dead,"" Agence France Presse, September 3, 1993.","“Police Blame Guerrillas For Bombings and Kidnapping,"" Inter-Press Service, September 6, 1993.","“Security Stepped Up in Colombia Against Rebel Offensive,"" Agence France Presse, September 9, 1993.",CETIS,0,0,0,0,
199309020003,1993,9,2,September 1993,1,,45,Colombia,3,South America,Bogota (Capital District),Bogota,,,,0,,"09/02/1993: In Colombia, a total of 33 soldiers and policemen were killed in ambushes when the Revolutionary Armed Forces of Colombia (FARC) and the National Liberation Army (ELN) launched their ""Black September"" offensive. The total number of injuries was unknown.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,3,Police,,,Colombian Law Enforcement,Bogota Police,45,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,National Liberation Army of Colombia (ELN),,,,Unknown,0,0,,0,,,1,8,Personal claim,-9,,,,,,0,13,Unknown,,,,,,,,,,,,,,,,33,0,,,0,,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,FARC leadership reportedly decided to step up its attacks to pressure the government in the run-up to general elections. (This one of two related attacks [cf: 19930902000]).,"“‘Black September’ Rebel Offensive Leaves 30 Security Forces Dead,"" Agence France Presse, September 3, 1993.","“Police Blame Guerrillas For Bombings and Kidnapping,"" Inter-Press Service, September 6, 1993.","“Security Stepped Up in Colombia Against Rebel Offensive,"" Agence France Presse, September 9, 1993.",CETIS,0,0,0,0,
199309030001,1993,9,3,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank (Occupied Territory),Hebron,,,,0,,"09/03/1993: In Israel, an Israeli Defence Forces (IDF) soldier was killed and another injured when their vehicle was shot at by HAMAS gunmen waiting in a car on a roadside in the Hebron area. No other injuries or fatalities were reported.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,Israeli Security Forces,Military Jeep carrying 2 IDF soldiers (Sgt. Zion Elkobi killed),97,Israel,,,,,,,,,,,,,,,,,Hamas (Islamic Resistance Movement),,,,,,Unknown,0,,,0,4,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,1,0,0,1,3,Minor (likely < $1 million),,The military jeep flipped off of the road after the driver was killed in the attack.,0,,,,,,,,,,,,,,,,,"“Killing of IDF Soldier Near Hebron Will ‘Not Affect Peace Process,'"" BBC Summary of World Broadcasts, September 4, 1993.","“Gunmen Kill IDF Soldier in Ambush Near Hebron,"" The Jerusalem Post, September 3, 1993.","“Palestinian Gunmen Kill Israeli Soldier,"" United Press International, September 3, 1993.",CETIS,0,0,0,0,
199309030002,1993,9,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,,,,0,Ulster (Province),"09/03/1993: Prison Officer Jim Peacock was shot in his home by the Ulster Volunteer Force in Belfast, Northern Ireland. No one was injured in the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Belfast Prison Officer,Jim Peacock,233,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"“Dismay at Warder’s Killing,"" The Guardian (London), September 3, 1993.","“Plea to End Loyalist Killing Spate,"" The Herald, September 2, 1993.","“UVF Threatens More Killing After Prison Officer Dies,” The Herald, September 3, 1993.",CETIS,0,0,1,1,
199309030003,1993,9,3,,0,,92,India,6,South Asia,Maharashtra (State),Mumbai,,,,0,,"09/03/1993: In Bombay, India, a powerful firecracker exploded inside a toilet in the Bombay Stock Exchange (BSE) building, causing no damage or injuries but triggering a panic. The perpetrator group was unknown.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,,,Bombay Stock Exchange,Restroom facility in the Bombay Stock Exchange,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"“Bomb Explodes at Bombay Stock Exchange,"" United Press International, September 3, 1993.","“Firecracker in Loo Flushes out Bombay Brokers,"" Agence France Presse, September 3, 1993.",,CETIS,-9,-9,0,-9,
199309030004,1993,9,3,,0,,98,Italy,8,Western Europe,Pordenone (Province),Aviano,,,,0,,"09/03/1993: Three members of the Red Brigades (BR) attacked the United States-NATO Air Force Base. According to reports, seven shots and a hand grenade caused slight damage to the sleeping quarters at the base. No one was injured in the incident.",1,1,0,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,,,U.S. Air Force / NATO,United States - NATO Air Force Base,999,Multinational,,,,,,,,,,,,,,,,,Red Brigades Fighting Communist Party (BR-PCC),,,,,,Unknown,1,,,0,3,0,1,2,Call (post-incident),,,,,,,-9,6,Explosives,7,Grenade,5,Firearms,5,Unknown Gun Type,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"Windows were shattered on the base, but no major damage was reported.",0,,,,,,,,,,,,,,,,Combination attack included explosive-hand grenade and shooting.,"“U.S. Base in Italy Fired Upon,"" Chicago Tribune, September 4, 1993.","“Gunmen Fire at Building Tied to NATO Base,"" Agence France Presse, September 3, 1993.","Nation/World Briefings, Chicago Sun-Times, September 3, 1993.",CETIS,0,1,1,1,
199309040001,1993,9,4,,0,,110,Lebanon,10,Middle East & North Africa,South (Governorate),Jezzine,,,,0,,"09/04/1993: Two South Lebanon Army soldiers were slightly wounded when a mine exploded in the Jezzine region of Lebanon, north of the security zone, amid an escalation of Hizballah attacks. The number of injured was unknown.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,,,South Lebanon Army (SLA),South Lebanon Army (SLA) Soldiers,110,Lebanon,,,,,,,,,,,,,,,,,Hezbollah,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,6,Explosives,8,Landmine,,,,,,,,,,,,,,0,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"“Two SLA Soldiers Wounded in Mine Blast,"" The Jerusalem Post, September 5, 1993",,,CETIS,0,1,0,1,
199309060001,1993,9,6,,0,,110,Lebanon,10,Middle East & North Africa,South (Governorate),Tallousa,,,,0,,09/06/1993: A militiaman of the South Lebanon Army was wounded in a roadside bomb explosion in southern Lebanon. No other injuries or fatalities were reported.,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,,,South Lebanon Army (SLA),South Lebanon Army (SLA)  Militia patrolman,110,Lebanon,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,6,Explosives,12,Remote Trigger,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"“SLA Man Wounded in Bomb Blast,"" The Jerusalem Post, September 7, 1993.","“Israeli-Allied Militiaman Wounded in Roadside Bomb Blast,"" The Associated Press, September 6, 1993.","“Explosive charge wounds SLA militiaman,"" United Press International, September 6, 1993.",CETIS,-9,-9,0,-9,
199309060002,1993,9,6,,0,,153,Pakistan,6,South Asia,Balochistan (Province),Quetta,,,,0,,"09/06/1993: Unknown assailants shot dead Abdul Wahid Khilji, an influential leader of Awami National Party, a Pakistani left-leaning party, and injured two others. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),,,Awami National Party,City President Abdul Wahid Khilji,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,Khilji's younger brother and another guest who were sitting with him on the lawns of the house were critically wounded.,"“Pakistani Leftist Party Leader Shot Dead,"" Agence France Presse, September 6, 1993.","“Gunmen Kill Leftist Political Leader in Pakistan,"" The Associated Press, September 6, 1993.","“Quetta city Awami National Party President Assassinated,"" BBC Summary of World Broadcasts, September 7, 1993.",CETIS,-9,-9,0,-9,
199309070001,1993,9,7,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,,,,0,Ulster (Province),09/07/1993: Loyalist gunmen in Belfast shot dead a Catholic hairdresser in his salon. The Ulster Defence Association claimed responsibility for the killing. No one was injured in the attack.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Catholic Civilian,Sean Hughes,233,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,,,Unknown,0,,,0,2,0,1,8,Personal claim,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,Mr. Hughes was the third shop-owner murdered by loyalists in the same area during the past two years.,"“Loyalist Gun Gang Murder Fifth Victim,"" Daily Mail (London), September 8, 1993.","“Gunmen Claim Fifth Victim Since Monday,"" The Independent (London), September 8, 1993.","“Concern grows as another Catholic is killed - Loyalist gunmen claim fifth victim in a week of murder,"" The Irish Times, September 08, 1993.",CETIS,0,0,1,1,
199309080001,1993,9,8,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng (Province),Wadeville,,,,0,,"09/08/1993: Unidentified gunmen killed at least 19 and wounded 22 as the victims waited to catch taxis near Johannesburg in Wadeville, South Africa. No group claimed responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,South African Civilians,South African Civilians,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,19,0,0,22,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Taxi vans were a major mode of transport for blacks, and attacks on black commuters were part of the political violence which killed thousands of blacks and hindered reforms.","“Gunmen Kill 19 Blacks in Taxi Queue,"" The Herald, September 9, 1993.","“More Troops Deployed in East Johannesburg Townships to Curb Violence,"" Xinhua General News Service, September 9, 1993.","“27 People Killed Today in Johannesburg,"" Xinhua General News Service, September 8, 1993.",CETIS,-9,-9,0,-9,
199309080002,1993,9,8,,0,,50,Croatia,9,Eastern Europe,Western Slovania (Region),Kusonje,,,,0,,"09/08/1993: Four marchers were killed and seven people wounded, including a U.N. soldier, when an anti-personnel mine exploded near the northern Croatian town of Pakrac. There was no claim of responsibility for the attack.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Civilians,Civilians,50,Croatia,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,6,Explosives,8,Landmine,,,,,,,,,,,,,,4,0,0,7,0,0,0,,,,,0,,,,,,,,,,,,,,,,The UNPROFOR spokesman said that organizers of the ceremony had not heeded warnings from U.N. soldiers in the sector that the sector might be mined.,"“Four marchers killed by mine in Croatia,"" Agence France Presse, September 8, 1993.","“Four marchers killed by mine in Croatia: UNPROFOR,"" Agence France Presse, September 8, 1993.","“Croatian Premier Says U.N. Partly to Blame for Fatal Blast,"" Press Association, September 8, 1993.",CETIS,-9,-9,0,-9,
199309090001,1993,9,9,,0,,83,Guatemala,2,Central America & Caribbean,Guatemala City (Capital District),Guatemala City,,,,0,,"09/09/1993: A bomb exploded in the new Guatemala City headquarters of the Mutual Support Group (GAM), an anti-corruption activist group that was seeking the mass resignation of the entire Guatemalan Congress. No one was injured in the attack and no group claimed responsibility.",1,1,0,0,,,0,1,0,3,Bombing/Explosion,,,,,12,NGO,,,Mutual Support Group (GAM),Mutual Support Group (GAM) headquarters in Guatemala City,83,Guatemala,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The blast caused serious damage to the group's office and minor damage to small shops nearby.,0,,,,,,,,,,,,,,,,The GAM is one of many social organizations that joined new Guatemalan President Ramiro De Leon Carpio in calling for the resignations of all legislators in an effort to purge corrupt members.,"“Human Rights Office Bombed in Wave of Terrorism,"" Inter-Press Service, September 11, 1993.","“Bomb explodes in new Guatemalan office of rights activists,"" United Press International, September 10, 1993.",,CETIS,-9,-9,0,-9,
199309090002,1993,9,9,,0,,43,Chile,3,South America,Santiago Metropolitan Region (Region),Santiago,,,,0,,"09/09/1993: In one of three attacks, a bomb was set off at a McDonald's in Santiago, Chile. A man claiming to be a member of the Revolutionary Left (MIR) claimed credit for the incident. There were no reports of damage or injuries.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,,,McDonald's,A McDonald's restaurant in Santiago,43,Chile,,,,,,,,,,,,,,,,,Movement of the Revolutionary Left (MIR) (Chile),,,,,,Unknown,0,,,0,1,0,1,2,Call (post-incident),,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,-9,,,,,0,,,,,,,,,,,,,,,,This was one of three related attacks (c.f. 199309090002-4).,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,0,0,0,
