Name,Address,Latitude,Longitude,Location Type,Avg Review,Closure Status,Price Level,Review Date,Ratings,Comment,Covid Safety Mentions,Crowdedness Mentions,Outdoor Seating Mentions,Seating Mentions,Staff Mentions,Curbside Pickup,Delivery,Dine In,Drive Through,In Store Pickup,In Store Shopping,No Contact Delivery,On Site Services,Online Appointments,Online Classes,Takeaway
Mynt Lounge,"1921 Collins Ave, Miami Beach, FL 33139, United States",25.7952537,-80.1290194,Nightclub,3.5,,,2 months ago, 3 stars ,"no social distancing, no masks",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Mynt Lounge,"1921 Collins Ave, Miami Beach, FL 33139, United States",25.7952537,-80.1290194,Nightclub,3.5,,,4 months ago, 1 star ,"Yeah, no social distancing, no masks.... never again",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
M & L Food Market,"7446 Collins Ave #2714, Miami Beach, FL 33141, United States",25.8604047,-80.1211581,Supermarket,3.9,,,a month ago, 1 star ,"The woman behind the counter on Sunday mornings s is very nasty  and disrespectful, the place is filthy, employees dont wear their masks while they are preping food keep walking and go to Publix on 69st there's a Starbucks there as well",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
M & L Food Market,"7446 Collins Ave #2714, Miami Beach, FL 33141",25.8604047,-80.1211581,Grocery store,3.9,,,a month ago, 1 star ,"The woman behind the counter on Sunday mornings s is very nasty  and disrespectful, the place is filthy, employees dont wear their masks while they are preping food keep walking and go to Publix on 69st there's a Starbucks there as well",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Nails & Beauty,"734 71st St, Miami Beach, FL 33141, United States",25.8558375,-80.1256309,Beauty Salon,4.2,,,a month ago, 4 stars ,Very nice family salon. Excellent manicures and pedicures and haircuts. Attention to masks and social distancing.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
National Gallery of Fine Art Miami,"655 Lincoln Rd, Miami Beach, FL 33139, United States",25.7907581,-80.1352668,Art gallery,4.8,Temporarily closed,,8 months ago, 5 stars ,"(Translated by Google) Closed on the street due to Covid-19

(Original)
Cadde üzerinde, Covid-19 sebebi ile kapalı",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
National Gallery of Fine Art Miami,"655 Lincoln Rd, Miami Beach, FL 33139",25.7907581,-80.1352668,Art gallery,4.8,Temporarily closed,,8 months ago, 5 stars ,"(Translated by Google) Closed on the street due to Covid-19

(Original)
Cadde üzerinde, Covid-19 sebebi ile kapalı",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
New York Bagel Deli,"6546 Collins Ave, Miami Beach, FL 33141, United States",25.8489876,-80.1207497,Bagel shop,4,,,8 months ago, 1 star ,"Rude staff, slow service, pricy food. Just waited for a pastrami sandwich for over 20 minutes, paid 17 dollars. The meat was good, but very greasy. This place is not following CDC guidelines. Six employees are working in a very tiny space. One of the employees was moving the mask up and down her face while preparing the food.",TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,,TRUE,TRUE,,,,,
Nobu Miami,"4525 Collins Ave, Miami Beach, FL 33140, United States",25.819636,-80.1218825,Restaurant,4,,,4 months ago, 5 stars ,"Loved it ! Even though the spa was closed due to covid.. It was very clean , restaurant has great food .. only complaint was a little outdated,  needs remodeling a little",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,,,,TRUE,,,,
Nobu Miami,"4525 Collins Ave, Miami Beach, FL 33140, United States",25.819636,-80.1218825,Restaurant,4,,,9 months ago, 3 stars ,This was my first time here after many said it was really good. Post COVID -19 the restaurant although is trying hard the service was very slow. We waited quite a bit for our food and the waiter was not very attentive. The sides are very …,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,TRUE,,,,
Nordstrom,"19507 Biscayne Blvd, Aventura, FL 33180, United States",25.957253,-80.14524,Department store,4.5,,,3 months ago, 5 stars ,Nordy's girl for life. They're CS is excellent! Especially during COVID-19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Normandy Boxing & Fitness Gym,"1145 71st St, Miami Beach, FL 33141, United States",25.8548742,-80.1306003,Boxing Gym,4.8,,,5 months ago, 5 stars ,"(Translated by Google) Ecxelente atmosphere, confident, super flexible hours, super friendly coaches and above all complying with all the Covid 19 security protocol. Recommended !!

(Original)
Ecxelente ambiente , confidente , horarios …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Normandy Isle Park & Pool,"7030 Trouville Esplanade, Miami Beach, FL 33141, United States",25.852011,-80.137923,Park and Garden,4.6,,,5 months ago, 5 stars ,"It was clean, and people complied with the city covid-19 guidelines..kept their distance, people played decently, had masks on, and just stayed safe as possible.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Normandy Isle Park & Pool,"7030 Trouville Esplanade, Miami Beach, FL 33141",25.852011,-80.137923,Park,4.6,,,5 months ago, 5 stars ,"It was clean, and people complied with the city covid-19 guidelines..kept their distance, people played decently, had masks on, and just stayed safe as possible.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
North Beach Oceanside Park,"8328 Collins Ave, Miami Beach, FL 33141",25.8685302,-80.1205658,Park,4.6,,,3 months ago, 4 stars ,"Love this spot. It has a trail that you can walk, bike or run and a dog park. The park/beach has tables, a bathroom, showers and a paid water bottle filler. The beach was impeccably clean. Parking is always ample but be sure to have the parking app as the meters are off due to Covid. The correct app is ParkbyApp.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
North Beach Oceanside Park,"8328 Collins Ave, Miami Beach, FL 33141",25.8685302,-80.1205658,Park,4.6,,,6 months ago, 5 stars ,I personally loved it. Parking was easy and theres a paved walk to the sand. It was a bit crowded but people were respectful and maintained 6 feet distances.,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
North Beach Oceanside Park,"8328 Collins Ave, Miami Beach, FL 33141",25.8685302,-80.1205658,Park,4.6,,,a month ago, 4 stars ,Not everyone wears a mask,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
North Beach Oceanside Park,"8328 Collins Ave, Miami Beach, FL 33141, United States",25.8685302,-80.1205658,Park and Garden,4.6,,,3 months ago, 4 stars ,"Love this spot. It has a trail that you can walk, bike or run and a dog park. The park/beach has tables, a bathroom, showers and a paid water bottle filler. The beach was impeccably clean. Parking is always ample but be sure to have the parking app as the meters are off due to Covid. The correct app is ParkbyApp.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
North Beach Oceanside Park,"8328 Collins Ave, Miami Beach, FL 33141, United States",25.8685302,-80.1205658,Park and Garden,4.6,,,6 months ago, 5 stars ,I personally loved it. Parking was easy and theres a paved walk to the sand. It was a bit crowded but people were respectful and maintained 6 feet distances.,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
North Beach Oceanside Park,"8328 Collins Ave, Miami Beach, FL 33141, United States",25.8685302,-80.1205658,Park and Garden,4.6,,,a month ago, 4 stars ,Not everyone wears a mask,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Ocean Life Studio,"235 71st St, Miami Beach, FL 33141, United States",25.8563632,-80.1211936,Fitness centre,5,,,2 months ago, 5 stars ,I cannot recommend this studio enough. They are very cautious with Covid-19 protocols. I took the best Zumba class of my life from Jill F. She had such an incredible cuing sequence with a variety of fresh new songs with throwbacks as well …,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,,TRUE,
Orange County Convention Center - West Concourse,"9800 International Dr, Orlando, FL 32819",28.4248707,-81.46942,Convention center,4.5,,,6 months ago, 5 stars ,"I just had the Covid testing and Antibody completed. HUGE shout out to all the workers! They all did an amazing, professional job. Everyone I interacted with was pleasant! The wait wasn't long, and they were so organized. THANK YOU!!!!",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
"Roney Palace Condominium Association, Inc.","2301 Collins Ave, Miami Beach, FL 33139",25.79871,-80.1269026,Residents association,4.4,,,3 months ago, 1 star ,"AVOID AT ALL COST!!!  This place is in a constant construction place. For years!  Even during the whole COVID pandemic often construction workers come into the apartment, the hallways are often full of construction workers.",TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
Palm Beach County Convention Center,"650 Okeechobee Blvd, West Palm Beach, FL 33401, United States",26.7051925,-80.0574874,Convention centre,4.5,,,2 months ago, 1 star ,"Great location, but it is run by a city who does not stick to the constitutional. My event had serious issues as a result of coronavirus regulations changing on the day of our event. Forcing thousands of people to not be able to attend.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Palm Beach County Convention Center,"650 Okeechobee Blvd, West Palm Beach, FL 33401, United States",26.7051925,-80.0574874,Convention centre,4.5,,,4 months ago, 5 stars ,Taking good steps with Covid,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Partyflix,,45.5980213,-127.2696389,Outdoor cinema,4.9,,,a month ago, 5 stars ,"We had a backyard full of happy boys for the Super Bowl, thanks to Kevin at Partyflix! I was trying to figure out a Covid-safe way for my son to watch the Super Bowl with some friends (it was also his 13th birthday) and I wanted to abide by …",TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,a week ago, 5 stars ,"LOVE this museum! We sort of chose this museum on a whim, and I'm really glad we did. The exhibits were very nicely put together and quite informative. They took a lot of precautions regarding COVID and didn't feel anything was amiss.

The …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,a month ago, 5 stars ,Great experience all around. We went when covid measures were in place and I was impressed with their efforts to keep things safe. Loved the aquariums and petting the sting rays!  Also saw them feed starfish which was fascinating. Obviously a must do if you’re going to Miami with kids.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,2 months ago, 5 stars ,"A positively pleasant experience. Many parts of the Museum were closed or had some restrictions to activity because of Covid, but there was still enough interesting things to do and see that it was worth spending several hours to explore. …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,2 weeks ago, 5 stars ,"I really love this museum. Everyone is really kind. They follow their covid regulations pretty strictly but it’s understandable, they’re trying to keep everyone safe. My favorite part was the Oculus because we could see the sharks overhead. And the jellyfish tanks are beautifulll",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,6 months ago, 1 star ,"This was a complete waste of time and money. The obsession with masks, social distancing and sanitizing ruins the entire experience.  There a long waits for some exhibitions not because they are busy but because they limit the amount of …",TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,5 months ago, 5 stars ,"((((( WeAreKendall))))) IG and FB

Taking into consideration the COVID-19 era, this is definitely a great idea for a family outing. Aquariums, stingrays, sharks, eels, barracuda, reefs, exibits, beer and lunch available.

Everything is …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,2 months ago, 3 stars ,"Was very nice and different
And informative

But because of the covid a lot of the stuff was out of service which took away from the experience

And there was not really that much in there
I thought there would be more

Also if you have a voucher saying you are going to the museum you shouldn’t have to pay to park there",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,8 months ago, 5 stars ,"Our 1st time after opening from being closed temporarily due to COVID-19,  and I was very impressed with how the facility prepared for visitors. Definitely will be back.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,4 months ago, 1 star ,"Frost Museum DOES NOT follow health and safety guidelines.  I was there with my child (healthy) a couple of weeks ago, ended up in line for a movie behind a seriously and continuously caughing child, wearing mask half way. I notifies …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,8 months ago, 5 stars ,So much fun! Due to Covid some things were not open but still a lot to do. It took us about 2 hrs which was perfect.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,7 months ago, 4 stars ,"Loved the mirror maze! But do to covid-19, the upper levels are blocked off and so I cant give a 5 star just yet",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,8 months ago, 5 stars ,Great place to visit during these COVID-19 days. They have hand sanitizer all over and have prepared the best they can to keep this place open and as save as possible for our enjoyment.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,2 months ago, 1 star ,All they worry about is mask🤦🏼‍♀️. Not recommend nothing interesting not science it’s more like zoo.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,6 months ago, 2 stars ,Not worth it especially due to some exhibits being close due to COVID-19. You would think they would give a discount on the tickets as well as the prices on parking.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Phillip and Patricia Frost Museum of Science,"1101 Biscayne Blvd, Miami, FL 33132, United States",25.7852621,-80.1878898,Science museum,4.4,,,8 months ago, 4 stars ,I felt comfortable with the amount of guests at the museum and that every guests followed social distancing and wearing their masks. Plenty of sanitizer/wipes everywhere and bathrooms on each floor so great spots to wash your hands. The …,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Pinecrest Bakery - North Bay,"1025 NE 79th St, Miami, FL 33138",25.8483228,-80.1759325,Bakery,3.7,,$,a month ago, 5 stars ,The bakery always is clean! They respect the covid  safety! And the manager Barbara was very nice and helped me with everything! A very good place! Definitely I come back to the bakery soon!,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,TRUE,,,,
Pinecrest Bakery - North Miami,"13488 Biscayne Blvd, North Miami, FL 33181",25.8994369,-80.1613384,Cuban restaurant,3.8,,$,a month ago, 2 stars ,"This place does not care to have clean bathrooms or even soap in the bathrooms. I asked for soap and the response was “I’m sorry we don’t have any , then offered hand sanitizer. Meanwhile all the hand sanitizer stations are empty. This is not a Covid friendly place.",TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,,,,TRUE,,,,TRUE
Pinetree Park,"Miami Beach, FL 33140, United States",25.8179441,-80.1250624,Wildlife park,4.6,,,8 months ago, 5 stars ,Family park. Wear your mask. Easy to Distance.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Pita Hut,"530 W 41st St #3510, Miami Beach, FL 33140",25.8136111,-80.1300639,Mediterranean restaurant,3.9,,$$,a month ago, 5 stars ,"Love this place! A must visit for me.
The authenticity is delicious!
Half-capacity due to Covid-19. We got in with no wait time at 8pm on a Tues. Night.",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,,,,TRUE,,,,
Pita Hut,"530 W 41st St #3510, Miami Beach, FL 33140",25.8136111,-80.1300639,Mediterranean restaurant,3.9,,$$,2 months ago, 5 stars ,"Great staff service and food!
Practices social distancing guidelines.
Highly recommend",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,TRUE,,,,
Pita Hut,"530 W 41st St #3510, Miami Beach, FL 33140",25.8136111,-80.1300639,Mediterranean restaurant,3.9,,$$,a month ago, 5 stars ,Loved how they enforced the social distancing.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,,,,TRUE,,,,
Pita Loca,"4017 Prairie Ave, Miami Beach, FL 33140, United States",25.8135405,-80.1304323,Kosher restaurant,4.3,,,2 months ago, 3 stars ,"The food is decent but the service -  heedless and slow.
At COVID times the place is clearly focused on takeouts and super-busy preparing deliveries. Dine-in guests are of lower priority.

Review your bill carefully: ours (party if 3!) had 18% tip added upfront and my husband didn't pay attention and paid",TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,,,,TRUE,,,,TRUE
Planet Fitness,"900 NE 125th St, Miami, FL 33161",25.890331,-80.18224,Gym,4,,,a week ago, 5 stars ,"First, I would like to say that the communication from the staff here is excellent. They are always making sure that the gym has proper sanitation and regularly check to see if every member has their mask on. And I would also like to give a …",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Planet Fitness,"900 NE 125th St, Miami, FL 33161",25.890331,-80.18224,Gym,4,,,2 weeks ago, 5 stars ,"I’m a new member at Planet Fitness and I have to say that Andre and the crew provide outstanding customer service, they go above and beyond to promote cleanliness to keep every member safe, healthy and COVID-free. I have visited multiple …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Planet Fitness,"900 NE 125th St, Miami, FL 33161",25.890331,-80.18224,Gym,4,,,a month ago, 4 stars ,"No pool, showers are closed due to covid. Otherwise an excellent place to begin gym membership the least expensive one is $10 a month with no contract. The other one is $20 a month. Has social distance and sanitizing materials for your use to make you feel comfortable.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Planet Fitness,"900 NE 125th St, Miami, FL 33161",25.890331,-80.18224,Gym,4,,,3 months ago, 5 stars ,This planet fitness finally opened near my house and I am so happy with it. It's big and spacious and I feel comfortable going there even with the covid-19 epidemic. The staff is nice and friendly and they have a lot of equipment to choose from,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Polo Park,"4301 N Michigan Ave, Miami Beach, FL 33140, United States",25.815824,-80.134849,Playground,4.5,,,8 months ago, 5 stars ,"Perfect play ground in this Covid season , for the kids.Clean place lots of space to ride scooter, play tennis, basket, soccer and more",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Presidente Supermarket,"8100 N Miami Ave, Miami, FL 33150, United States",25.8493085,-80.1975317,Supermarket,3.9,,,3 months ago, 3 stars ,I felt unconfortable with some individuals who lacked social distancing,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Price Choice Foodmarket,"1851 NE 2nd Ave, Miami, FL 33132, United States",25.7943923,-80.1902231,Supermarket,4.3,,,6 months ago, 3 stars ,"Its a place to go and leave quickly, neighbors don't matter for the social distancing and management seems not to handle either. You gotta take your own precautions.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Price Choice Foodmarket,"1851 NE 2nd Ave, Miami, FL 33132, United States",25.7943923,-80.1902231,Supermarket,4.3,,,9 months ago, 5 stars ,"I enjoy going there. Has a small cafetería,  international products (Brazil, Argentina) and good veggies and meat options, free and easy parking.  You need a mask to get in there.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Price Choice Foodmarket,"1851 NE 2nd Ave, Miami, FL 33132, United States",25.7943923,-80.1902231,Supermarket,4.3,,,a year ago, 1 star ,Terrible that management here is taking  advantage of a sad situation with the virus. The latex gloves were priced at 45 dollars for 1 regular sized box.  Just ridiculous.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Price Choice Foodmarket,"1851 NE 2nd Ave, Miami, FL 33132, United States",25.7943923,-80.1902231,Supermarket,4.3,,,11 months ago, 1 star ,"Taking advantage of a terrible situation.
They should be ashamed.
$12.99 for 10oz of germ-x had sanitizer with aloe.
Do y’all really need money that bad to capitalize of this virus..... SMH
I’ll keep y’all spirits in my prayers 🙏🏽🙏🏽🙏🏽",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Publix Super Market at 127th Street Shopping Center,"12800 Biscayne Blvd, North Miami, FL 33181, United States",25.8944604,-80.1636865,Supermarket,4.4,,,4 months ago, 5 stars ,This is a very large Public with wide aisles which allows for good social distancing.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Biscayne Commons,"14641 Biscayne Blvd, North Miami Beach, FL 33181, United States",25.9115101,-80.1557179,Supermarket,4.4,,,8 months ago, 4 stars ,Social distancing and masks make this shopping experience feel safe. The shelves were well stocked and very clean. The friendly cashiers helped cap off a very pleasant grocery shopping experience.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,TRUE,,,,,
Publix Super Market at Biscayne Commons,"14641 Biscayne Blvd, North Miami Beach, FL 33181, United States",25.9115101,-80.1557179,Supermarket,4.4,,,2 months ago, 3 stars ,I was surprised at how many products that I came to buy were not on the shelves and some of the produce looked as if it were coming up to use-by date!  is this related to COVID?  Did I just get there after a full-on crazy busy food shopping …,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,5 months ago, 1 star ,Where shopping is certainly no “pleasure”! Deli department has new social distancing procedures in place. They make you use a pen to write down your order. A pen that hundreds of others are using. Deli associates often make mistakes …,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,a week ago, 5 stars ,"Found everything I was looking for, and people were following COVID rules of wearing masks and keeping their distance.",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,8 months ago, 3 stars ,The shopping experience is certainly worse since COVID-19. Seems chaotic and not as clean as I hoped. Produce seems better at ALDI’s honestly. Hope things improve to Publix normally high standards.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,3 months ago, 3 stars ,"Crowded, very crowded,BUT everybody does wear their mask and social distance.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,9 months ago, 3 stars ,Need to go back to opening every other lane again for safety reasons. A clerk bumped in to me today as I was paying. They are not keeping there 6 feet distance or watching where they are going.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,8 months ago, 1 star ,"No good experience,  , rude, between costumers and workers , unsafe to get virus for the pharmacy's. Workers didn’t clean the place.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,9 months ago, 1 star ,This is ridiculous!!!  Forcing people to wear a mask and policing them for it is not what I would expect from Publix at this point.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Miami Shores,"9050 Biscayne Blvd, Miami Shores, FL 33138, United States",25.8587397,-80.1844135,Supermarket,4.3,,,9 months ago, 1 star ,I like the supermarket but right now with this virus going around the manager doesn't remind customers to social distance especially in the check out lines!,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at North Shore,"6876 Collins Ave, Miami Beach, FL 33141, United States",25.8531837,-80.1208758,Supermarket,4.4,,,4 months ago, 5 stars ,"I must say, with the way times are right now..they are doing very well with protocol with the covid-19 situation..everybody is very user friendly,  as well as helpful & I want to say thank you very much during these stressful times.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at North Shore,"6876 Collins Ave, Miami Beach, FL 33141, United States",25.8531837,-80.1208758,Supermarket,4.4,,,9 months ago, 1 star ,"Marcela, Cashier number 8 was TERRIBLE. I have never been treated so bad at Publix that made me not comeback ever. I understand there’s covid19, but this cashier did not even lift her hands to pack my groceries instead she pushed it towards …",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at North Shore,"6876 Collins Ave, Miami Beach, FL 33141, United States",25.8531837,-80.1208758,Supermarket,4.4,,,7 months ago, 2 stars ,The customer service at this Publix is very poor...the workers seem to be in a world of their own..I believe that they are exhausted or getting poor training..with the billions of dollars that Publix is profiting from Covid-19...and the …,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Surfside,"9400 Harding Ave, Surfside, FL 33154, United States",25.8839358,-80.1236906,Supermarket,4.3,,,8 months ago, 2 stars ,Terrible customer service. Made me wait in line for ever and was treated very rudely by the manager. Publix is overwhelmed because of COVID-19 and they are taking the anger on the customers. Shame on them!!,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Surfside,"9400 Harding Ave, Surfside, FL 33154, United States",25.8839358,-80.1236906,Supermarket,4.3,,,8 months ago, 1 star ,Today 07/06/2020 at 20:45 pm on mandatory use of mask on close public environment.Publix allowed a customer to walk arround on all isles passed by all employers including manager without any reaction and total disregard for public safety and the law.That is shameful.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Surfside,"9400 Harding Ave, Surfside, FL 33154",25.8839358,-80.1236906,Grocery store,4.3,,$$,8 months ago, 2 stars ,Terrible customer service. Made me wait in line for ever and was treated very rudely by the manager. Publix is overwhelmed because of COVID-19 and they are taking the anger on the customers. Shame on them!!,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
Publix Super Market at Surfside,"9400 Harding Ave, Surfside, FL 33154",25.8839358,-80.1236906,Grocery store,4.3,,$$,8 months ago, 1 star ,Today 07/06/2020 at 20:45 pm on mandatory use of mask on close public environment.Publix allowed a customer to walk arround on all isles passed by all employers including manager without any reaction and total disregard for public safety and the law.That is shameful.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,,
