"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
630011763,"PARADISE HOSPICE, INC.","HOSPICE	","Non-LTC",0,"1864 E WASHINGTON BLVD","PASADENA",91104,"Rynasco, L. A.","","","(626) 794-1050",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550001243,"26Mar2010","26Mar2014","",34.169113,-118.112033,"(34.169113, -118.112033)"
40000208,"NORTH FORK INDIAN & COMMUNITY HEALTH CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"32938 ROAD 222","NORTH FORK",93643,"Fowler, Chuck","cvih@cvih.org","(559) 299-0245","(559) 877-4676",300,"MADERA",4,"FRESNO",40000038,"","20Nov2014","",37.22625,-119.509922,"(37.22625, -119.509922)"
120001598,"TULARE HOSPITAL AND CLINICS LINDSAY CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"845 SEQUOIA AVE","LINDSAY",93247,"Bolouki, Shawn","","(559) 562-1530","(559) 562-6391",640,"TULARE",12,"BAKERSFIELD",,"","","",36.213049,-119.096144,"(36.213049, -119.096144)"
630011756,"247 HOME CARE","HOME HEALTH AGENCY		","Non-LTC",0,"13800 ARIZONA ST","WESTMINSTER",92683,"Mabasa, Gene J","info@hha247.com","(714) 622-5391","(714) 622-5334",400,"ORANGE",6,"ORANGE COUNTY",550000864,"16Jan2009","16Jan2015","",33.761475,-117.995335,"(33.761475, -117.995335)"
40000201,"PLANNED PARENTHOOD MAR MONTE","COMMUNITY CLINIC 	","Non-LTC",0,"3166 COLLINS DR","MERCED",95348,"Oldcorn, Sharon","Sharon.Oldcorn@ppmarmonte.org","(559) 675-0419","(209) 723-7751",340,"MERCED",4,"FRESNO",40000030,"","01Nov2014","",37.320265,-120.476525,"(37.320265, -120.476525)"
980002473,"CALCARE HOME HEALTH, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"10900 183RD ST","CERRITOS",90703,"Bao, Milagros J","Calcare.info@gmail.com","(562) 865-8661","(562) 865-8600",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001578,"","14Jan2015","",33.86554,-118.102062,"(33.86554, -118.102062)"
630011753,"JOY OF DIXON DIALYSIS CENTER","CHRONIC DIALYSIS CLINIC	","Non-LTC",12,"1640 N LINCOLN ST","DIXON",95620,"Chick, Stephanie","cynthia.hutchison@davita.com","(866)890-5560","(707) 693-8301",580,"SOLANO",11,"SANTA ROSA/REDWOOD COAST",550000786,"25Aug2008","28Jan2015","",38.462538,-121.835982,"(38.462538, -121.835982)"
230000427,"THE ALPINE HOME","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"6156 RIPLEY LN","PARADISE",95969,"Carli, Marna","","(530) 877-4068","(530) 877-4006",30,"BUTTE",23,"CHICO",230000197,"08May1992","08May2015","",39.769196,-121.620778,"(39.769196, -121.620778)"
630011752,"ALTAMED DOWNEY ADULT DAY HEALTH CARE","ADULT DAY HEALTH CARE		","Non-LTC",0,"12130 PARAMOUNT BLVD","DOWNEY",90242,"Guel-Valenzuela, Sophia","","(562) 923-9451","(562) 923-9414",200,"LOS ANGELES",6,"ORANGE COUNTY",550000720,"30Apr2008","30Apr2015","",33.930929,-118.146702,"(33.930929, -118.146702)"
240001446,"GLENDA SHAKLEE HOUSE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"60950 SUNBURST DR","JOSHUA TREE",92252,"Alexander, Rolanda Y","","","(760) 366-1326",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000622,"16Nov1995","16Nov2014","",34.127745,-116.333951,"(34.127745, -116.333951)"
80000892,"UNIVERSITY AMBULATORY SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"8929 UNIVERSITY CENTER LN","SAN DIEGO",92122,"Smith, Eileen","","(858) 554-0458","(858) 554-0220",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000389,"30Sep1991","24Mar2015","",32.870277,-117.226255,"(32.870277, -117.226255)"
630011751,"NORTH BAY REGIONAL SURGERY CENTER, LLC","SURGICAL CLINIC 	","Non-LTC",0,"100 ROWLAND WAY","NOVATO",94945,"","","","(415) 892-1920",310,"MARIN",11,"SANTA ROSA/REDWOOD COAST",,"","","",38.097018,-122.558737,"(38.097018, -122.558737)"
630011750,"PAVILION SURGICAL SERVICES, LLC","SURGICAL CLINIC 	","Non-LTC",0,"245 HOSPITAL DR","UKIAH",95482,"","","","(707) 463-7497",330,"MENDOCINO",11,"SANTA ROSA/REDWOOD COAST",,"","","",39.152647,-123.20368,"(39.152647, -123.20368)"
40000195,"FRESNO COUNTY E.O.C. HEALTH CLINIC","COMMUNITY CLINIC 	","Non-LTC",0,"1047 R ST","FRESNO",93721,"Angus, Brian","jane.thomas@fresnoeoc.org","(559) 499-1697","(559) 263-1010",90,"FRESNO",4,"FRESNO",40000095,"01Jan1974","01Jun2015","",36.740304,-119.782631,"(36.740304, -119.782631)"
230000424,"COLUSA REGIONAL MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",6,"199 E WEBSTER ST","COLUSA",95932,"Beck, Walter","","(530) 458-3210","(530) 458-5821",50,"COLUSA",23,"CHICO",230000149,"01Jul1953","19May2015","",39.20725,-121.999931,"(39.20725, -121.999931)"
980002443,"TRUE CARE HOME HEALTH AGENCY, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"1755 HUNTINGTON DR","DUARTE",91010,"Gevorkyan, Margarita","TRUCECAREHOMEHEALTH@YOOHO.COM","(626) 301-0711","(626) 301-0710",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001549,"14Jun2003","14Jun2015","",34.139783,-117.966911,"(34.139783, -117.966911)"
630011723,"CENTURY SURGERY, LLC","SURGICAL CLINIC 	","Non-LTC",0,"2080 CENTURY PARK E","LOS ANGELES",90067,"","","","(310) 733-1000",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",,"","","",34.058755,-118.412216,"(34.058755, -118.412216)"
120001504,"TULARE HOME CARE","HOME HEALTH AGENCY		","Non-LTC",0,"793 N CHERRY ST","TULARE",93274,"White, Candice","jgresham@tulareregional.org","(559) 685-3879","(559) 685-3411",640,"TULARE",12,"BAKERSFIELD",120000611,"05Jan1995","05Jan2015","",36.21909,-119.337702,"(36.21909, -119.337702)"
240001360,"INLAND HEALTH DYNAMICS","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"250 E CAROLINE ST","SAN BERNARDINO",92408,"","","","(909) 824-2222",460,"SAN BERNARDINO",24,"SAN BERNARDINO",,"","","",34.061511,-117.279871,"(34.061511, -117.279871)"
40000111,"MADERA COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",106,"1250 E ALMOND AVE","MADERA",93637,"Rayner, Evan","maderahospital.org","(559) 675-5574","(559) 673-5101",300,"MADERA",4,"FRESNO",40000191,"","27May2015","106201281",36.94541,-120.045875,"(36.94541, -120.045875)"
120001501,"SIERRA VISTA RESIDENTIAL CARE HOME","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"782 N SHASTA AVE","FARMERSVILLE",93223,"Kempf, Bruce  R","svrch@hotmail.com","(559) 747-0604","(559) 747-0399",640,"TULARE",12,"BAKERSFIELD",120000609,"21Dec1994","21Dec2014","",36.303952,-119.209491,"(36.303952, -119.209491)"
980002371,"ALLEGIANCE HOME HEALTH, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"801 S GARFIELD AVE","ALHAMBRA",91801,"","ahh626@yahoo.com","(626) 281-8006","(626) 281-8600",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001481,"18Feb2003","08May2015","",34.087031,-118.123082,"(34.087031, -118.123082)"
630011651,"ADVENTIST HEALTH COMMUNITY CARE - AVENAL","COMMUNITY CLINIC 	","Non-LTC",0,"216 E FRESNO ST","AVENAL",93204,"","","(559) 583-2225","(559) 386-5364",150,"KINGS",4,"FRESNO",40000140,"","23Jan2015","",36.003502,-120.13554,"(36.003502, -120.13554)"
40000096,"COALINGA REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",24,"1191 PHELPS AVE","COALINGA",93210,"Spurgeon, Sharon","admincrmc@sbcglobal.net","(559) 935-6596","(559) 935-6400",90,"FRESNO",4,"FRESNO",40000085,"","01Jun2015","106100697",36.150998,-120.337567,"(36.150998, -120.337567)"
120001486,"MEDICAL ARTS AMBULATORY SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"205 S WEST ST","VISALIA",93291,"Mitts, Thomas","","(559) 625-9025","(559) 625-9601",640,"TULARE",12,"BAKERSFIELD",120000599,"13Oct1988","13Nov2007","",36.329988,-119.296667,"(36.329988, -119.296667)"
120001484,"FAMILY HEALTHCARE NETWORK","COMMUNITY CLINIC 	","Non-LTC",0,"33025 ROAD 159","IVANHOE",93235,"Hydash, Kerry","kyolivares@fhcn.org","(559) 734-1247","(559) 798-1877",640,"TULARE",12,"BAKERSFIELD",120000597,"06Oct1988","05Nov2014","",36.389092,-119.218009,"(36.389092, -119.218009)"
630011642,"COMPANION HOME HEALTH INC.","HOME HEALTH AGENCY		","Non-LTC",0,"4199 FLAT ROCK DR","RIVERSIDE",92505,"Senatin, Adele","","(951) 371-6995","(951) 371-4274",430,"RIVERSIDE",25,"RIVERSIDE",550000702,"12Mar2008","12Mar2015","",33.90358,-117.492897,"(33.90358, -117.492897)"
80000782,"SAN DIEGO HEALTHCARE CENTER","REHABILITATION CLINIC 	","Non-LTC",0,"2828 MEADOW LARK DR","SAN DIEGO",92123,"","","","",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000051,"01Jul1968","06Dec2014","",32.794175,-117.154369,"(32.794175, -117.154369)"
120001477,"LINWOOD MEADOWS CARE CENTER","SKILLED NURSING FACILITY","LTC",98,"4444 W MEADOW AVE","VISALIA",93277,"Burrup, Andrew A","linwoodmeadows@plumh.com","(559) 627-1283","(559) 627-1241",640,"TULARE",12,"BAKERSFIELD",120000591,"","07Dec2014","206542063",36.321818,-119.339843,"(36.321818, -119.339843)"
80000779,"ENCINITAS NURSING AND REHABILITATION CENTER","REHABILITATION CLINIC 	","Non-LTC",0,"900 SANTA FE DR","ENCINITAS",92024,"","","","",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000081,"13May1963","01Nov2014","",33.036308,-117.272133,"(33.036308, -117.272133)"
120001474,"PROVIDENCE SUN VILLA","SKILLED NURSING FACILITY","LTC",99,"350 N VILLA ST","PORTERVILLE",93257,"Biesinger, Steve","brandon.bigelow@providencegrouphc.com","(559) 784-0101","(559) 784-6644",640,"TULARE",12,"BAKERSFIELD",120000589,"","04Nov2014","206541740",36.072323,-119.030576,"(36.072323, -119.030576)"
120001472,"KAWEAH MANOR CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"3710 W TULARE AVE","VISALIA",93277,"Moyle IV, Kensett J","","(559) 732-0243","(559) 732-2244",640,"TULARE",12,"BAKERSFIELD",120000588,"","16Mar2015","206541695",36.320108,-119.332614,"(36.320108, -119.332614)"
240001330,"DESERT VALLEY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",148,"16850 BEAR VALLEY RD","VICTORVILLE",92395,"Reinhard, Patrick","info@primehealthcare.com","(760) 241-8220","(760) 241-8000",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000562,"31Aug1994","01Dec2014","106364144",34.470919,-117.298104,"(34.470919, -117.298104)"
120001471,"FAMILY HEALTHCARE NETWORK","COMMUNITY CLINIC 	","Non-LTC",0,"501 N BRIDGE ST","VISALIA",93291,"Hydash, Kerry","kyolivares@fhcn.org","(559) 734-1247","(559) 734-1247",640,"TULARE",12,"BAKERSFIELD",120000587,"","01Apr2015","",36.334191,-119.289053,"(36.334191, -119.289053)"
40000077,"GOLDEN LIVING CENTER-SANGER","SKILLED NURSING FACILITY","LTC",99,"2550 9TH ST","SANGER",93657,"Guron, Joel","","(559) 875-0422","(559) 875-6501",90,"FRESNO",4,"FRESNO",40000143,"","01Dec2014","206100790",36.703147,-119.572523,"(36.703147, -119.572523)"
120001467,"TULARE REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",112,"869 N CHERRY ST","TULARE",93274,"Walker, Paul","awallace@tulareregional.org","(559) 685-3835","(559) 688-0821",640,"TULARE",12,"BAKERSFIELD",120000585,"","21Apr2015","106540816",36.219798,-119.337702,"(36.219798, -119.337702)"
630011631,"SALUS HOME HEALTH","HOME HEALTH AGENCY		","Non-LTC",0,"630 ROOSEVELT","IRVINE",92620,"Neiderhaus, Sharon","","(949) 315-7339","(949) 707-5641",400,"ORANGE",6,"ORANGE COUNTY",550001073,"23Apr2009","03Nov2014","",33.694858,-117.767225,"(33.694858, -117.767225)"
40000076,"THE TERRACES AT SAN JOAQUIN GARDENS VILLAGE","SKILLED NURSING FACILITY","LTC",54,"5551 N FRESNO ST","FRESNO",93710,"Whiteside, Julie","","(559) 439-3569","(559) 430-8202",90,"FRESNO",4,"FRESNO",40000142,"","01Nov2014","206100789",36.818584,-119.781369,"(36.818584, -119.781369)"
120001466,"SIERRA VIEW MEDICAL CENTER","SKILLED NURSING FACILITY","LTC",35,"465 W PUTNAM AVE","PORTERVILLE",93257,"Hefner, CEO, Donna J","","(559) 788-6135","(559) 788-6151",640,"TULARE",12,"BAKERSFIELD",120000584,"","01Apr2015","",36.069546,-119.027251,"(36.069546, -119.027251)"
120001464,"SIERRA VIEW MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",132,"465 W PUTNAM AVE","PORTERVILLE",93257,"Hefner, CEO, Donna J","bweyhrauch@sierra-view.com","(559) 788-6135","(559) 784-1110",640,"TULARE",12,"BAKERSFIELD",120000584,"","01Apr2015","106540798",36.069546,-119.027251,"(36.069546, -119.027251)"
980002347,"AGAPE HOME HEALTH SERVICES, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"1661 HANOVER RD","CITY OF INDUSTRY",91748,"Hsu, Eugenia","NONE@DHS.CA.GOV","(626) 581-8468","(626) 581-8168",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001457,"06Jan2003","21Jun2015","",33.99107,-117.920991,"(33.99107, -117.920991)"
30001202,"CENTRAL VALLEY SPECIALTY HOSPITAL - SKILLED NURSING FACILITY","SKILLED NURSING FACILITY","LTC",4,"730 17TH ST","MODESTO",95354,"Smith, Gia","","","(209) 248-7700",600,"STANISLAUS",4,"FRESNO",30000464,"18Nov1992","06Dec2014","",37.643265,-120.990895,"(37.643265, -120.990895)"
140000041,"ST ROSE HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",195,"27200 CALAROGA AVE","HAYWARD",94545,"Reddy, Lex","meforio@srhca.org","(510) 887-7421","(510) 264-4000",0,"ALAMEDA",2,"EAST BAY",140000107,"","01Nov2014","106010967",37.63294,-122.089366,"(37.63294, -122.089366)"
630011627,"MY FRIENDS","PEDIATRIC CARE HEALTH AND RESPITE CARE FACILITY","LTC",2,"2288 LINCOLN AVE","SAN JOSE",95125,"Lourie, Christine","info@myfriendsonline.org","(916) 989-8635","(408) 723-2288",530,"SANTA CLARA",7,"SAN JOSE",550000689,"27Mar2008","27Nov2014","",37.288726,-121.886868,"(37.288726, -121.886868)"
120001462,"MERRITT MANOR CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"604 E MERRITT AVE","TULARE",93274,"Bowles, Doug","k.moyle@magnoliahealthcorp.com","(559) 688-0289","(559) 686-1601",640,"TULARE",12,"BAKERSFIELD",120000583,"","01Nov2014","206540762",36.222081,-119.339597,"(36.222081, -119.339597)"
630011614,"ALL FOR HEALTH, HEALTH FOR ALL, INC.","COMMUNITY CLINIC 	","Non-LTC",0,"520 E BROADWAY","GLENDALE",91205,"Dzhqalyan, Marine","aebrahimian@all4health.org","(818) 243-2713","(818) 409-3020",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",550001098,"08Jul2009","08Nov2014","",34.146319,-118.249218,"(34.146319, -118.249218)"
630005463,"STARBRIGHT HOME HEALTH SERVICES, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"1633 ERRINGER RD","SIMI VALLEY",93065,"Nguyen, Julie O","jaysilva168@yahoo.com","(805) 582-2372","(805) 582-2272",660,"VENTURA",5,"VENTURA",550000502,"11Jun2007","11Jun2015","",34.268132,-118.76142,"(34.268132, -118.76142)"
40000059,"NORTHPOINTE HEALTHCARE CENTRE","SKILLED NURSING FACILITY","LTC",99,"668 E BULLARD AVE","FRESNO",93710,"Desai, Udayraj S","ronald@elimcare.com","(559) 320-2292","(559) 320-2200",90,"FRESNO",4,"FRESNO",40000152,"","10Nov2014","206100800",36.823109,-119.775082,"(36.823109, -119.775082)"
120001449,"KAWEAH DELTA SKILLED NURSING CENTER","SKILLED NURSING FACILITY","LTC",54,"1633 S COURT ST","VISALIA",93277,"Harrold, Lisa","","(559) 635-4064","(559) 624-6037",640,"TULARE",12,"BAKERSFIELD",120000580,"","13Mar2015","",36.315397,-119.292095,"(36.315397, -119.292095)"
960001522,"EMILY CARE CENTER","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"8983 TELFAIR AVE","SUN VALLEY",91352,"Aralar, Emma P","emilycareI@aol.com","(818) 767-2799","(818) 767-2913",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",960000768,"01Jul1992","01Mar2015","",34.232488,-118.392679,"(34.232488, -118.392679)"
50001072,"PEARL HOME","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1910 RHONDA ST","OXNARD",93030,"Coronado, Liness","Matthew@epicare.org","(805) 485-8111","(805) 659-1218",660,"VENTURA",5,"VENTURA",50000433,"01May1995","01Nov2014","",34.220544,-119.198613,"(34.220544, -119.198613)"
240001301,"OAKS DIVISION","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"13165 OAKS AVE","CHINO",91710,"Siregar, Maria","","(909) 463-2005","(909) 613-0776",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000547,"21Apr1994","21Apr2015","",34.014283,-117.676158,"(34.014283, -117.676158)"
40000052,"SELMA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",34,"2108 STILLMAN ST","SELMA",93662,"Clark, Kristine","jewellwilliams@verizon.net","(559) 834-2353","(559) 896-4990",90,"FRESNO",4,"FRESNO",40000145,"","28Aug2014","206100792",36.572506,-119.612848,"(36.572506, -119.612848)"
120001442,"SIERRA VALLEY REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",139,"301 W PUTNAM AVE","PORTERVILLE",93257,"Ali, Katharine L","SVRC.administrator@sierravalleyrehabcenter.com","(559) 784-4636","(559) 784-7375",640,"TULARE",12,"BAKERSFIELD",120000579,"","01Dec2014","206540723",36.069501,-119.023396,"(36.069501, -119.023396)"
980002325,"IMMACULATE HOME HEALTH PROVIDERS","HOME HEALTH AGENCY		","Non-LTC",0,"7340 FLORENCE AVE","DOWNEY",90240,"Castro, Ana","IHHP7340@VERZION.NET","(562) 806-7029","(562) 806-7022",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001435,"03Sep2002","03Nov2014","",33.959231,-118.141351,"(33.959231, -118.141351)"
630011605,"NEIGHBORHOOD HOME HEALTH CARE","HOME HEALTH AGENCY		","Non-LTC",0,"1650 E WALNUT ST","PASADENA",91106,"Santos, Ralph","rsantos318@charter.net","(626) 584-5924","(626) 584-5923",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550000969,"13Apr2009","13Apr2015","",34.149526,-118.116386,"(34.149526, -118.116386)"
980002318,"CHARTWELL HOME HEALTH, INC","HOME HEALTH AGENCY		","Non-LTC",0,"767 N HILL ST","LOS ANGELES",90012,"Chambers, Russ","INFOR@LABHC.COM","(213) 617-0974","(213) 617-8685",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001430,"18Sep2002","26Feb2015","",34.062709,-118.239624,"(34.062709, -118.239624)"
140000012,"ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS","GENERAL ACUTE CARE HOSPITAL","Non-LTC",347,"2450 ASHBY AVENUE","BERKELEY",94705,"Prosper, Charles J","colinh@sutterhealth.org","(510) 869-6811","(510) 869-8837",0,"ALAMEDA",2,"EAST BAY",140000004,"","27Jan2015","106010739",37.855711,-122.257891,"(37.855711, -122.257891)"
630011598,"ST. PHILOMENA CARE HOMES - I","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"340 CALLE CABALLEROS","WALNUT",91789,"Pascual, Gerardo O","holyfamilyinc@gmail.com","(909) 598-2200","(626) 253-6949",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",550000750,"23May2008","25Jun2014","",34.016123,-117.874984,"(34.016123, -117.874984)"
40000043,"GOLDEN LIVING CENTER - HILLCREST","SKILLED NURSING FACILITY","LTC",65,"3672 N 1ST ST","FRESNO",93726,"Epperson, Lucille","","(559) 227-9578","(559) 227-5383",90,"FRESNO",4,"FRESNO",40000104,"","01Nov2014","206100728",36.78467,-119.772382,"(36.78467, -119.772382)"
120001433,"BETHESDA LUTHERAN COMMUNITIES - SAN LUCIA","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1958 W SAN LUCIA AVE","PORTERVILLE",93257,"Lobb, Erin","Leandra.Cardenas@mailblc.org","(559) 791-2011","(559) 791-2006",640,"TULARE",12,"BAKERSFIELD",120000575,"","02Jun2015","",36.086064,-119.060812,"(36.086064, -119.060812)"
120001431,"WESTGATE GARDENS CARE CENTER","SKILLED NURSING FACILITY","LTC",140,"4525 W TULARE AVE","VISALIA",93277,"Tolman, Eric","etolman@plumh.com","(559) 733-8757","(559) 733-0901",640,"TULARE",12,"BAKERSFIELD",120000574,"01Jul1990","26May2015","206150682",36.320021,-119.341423,"(36.320021, -119.341423)"
630011594,"MARIN COMMUNITY CLINIC - SAN RAFAEL","COMMUNITY CLINIC 	","Non-LTC",0,"3110 KERNER BLVD","SAN RAFAEL",94901,"Tavaszi, Linda","rrivera-sura@marinclinic.org","(415) 526-8553","(415) 448-1500",310,"MARIN",11,"SANTA ROSA/REDWOOD COAST",550000761,"21Jul2008","21Jan2015","",37.957853,-122.500306,"(37.957853, -122.500306)"
40000039,"GRACE HOME, INC.","SKILLED NURSING FACILITY","LTC",33,"13435 PEACH AVE","LIVINGSTON",95334,"Yost, Barry","swald43835@aol.com","(209) 394-8430","(209) 394-2440",340,"MERCED",4,"FRESNO",40000171,"","01Mar2015","206240893",37.375043,-120.730975,"(37.375043, -120.730975)"
230000268,"SIERRA NEVADA HOME CARE","HOME HEALTH AGENCY		","Non-LTC",0,"155 GLASSON WAY","GRASS VALLEY",95945,"McWilliams, Jill","","(530) 274-6782","(530) 274-6350",390,"NEVADA",23,"CHICO",230000138,"25Aug1986","25Nov2014","",39.229313,-121.048351,"(39.229313, -121.048351)"
120001429,"BETHESDA LUTHERAN COMMUNITIES-BELMONT","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1030 N BELMONT ST","PORTERVILLE",93257,"Valenzuela, Cynthia","Leandra.cardenas@mailblc.org","(559) 791-2011","(559) 589-6579",640,"TULARE",12,"BAKERSFIELD",120000573,"","02Jun2015","",36.084982,-119.057872,"(36.084982, -119.057872)"
40000034,"MADERA REHABILITATION & NURSING CENTER","SKILLED NURSING FACILITY","LTC",176,"517 S A ST","MADERA",93638,"McCall, Glen","","","(559) 673-9228",300,"MADERA",4,"FRESNO",40000118,"","01Feb2015","206200749",36.960481,-120.050872,"(36.960481, -120.050872)"
120001424,"KAWEAH DELTA HOME HEALTH","HOME HEALTH AGENCY		","Non-LTC",0,"403 W MAIN ST","VISALIA",93291,"Batth, Jagdev","clablue@kdhcd.org","(559) 635-4064","(559) 624-2356",640,"TULARE",12,"BAKERSFIELD",120000569,"","03Dec2014","",36.330109,-119.295832,"(36.330109, -119.295832)"
980002303,"RELY ABLE HOME HEALTH CARE","HOME HEALTH AGENCY		","Non-LTC",0,"331 ARDEN AVE","GLENDALE",91203,"Henry-Edwards, Yanick H","RELYABLEHHC@AOL.COM","(818) 241-8124","(818) 241-6470",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001417,"05Sep2002","05Nov2014","",34.158495,-118.259356,"(34.158495, -118.259356)"
630011583,"PRESTIGIOUS HEALTH SERVICES INC.","HOSPICE	","Non-LTC",0,"750 TERRADO PLZ","COVINA",91723,"Cru, Josh Christian","","(626) 331-7322","(626) 331-7300",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550001132,"06Apr2009","30Apr2014","",34.075967,-117.889243,"(34.075967, -117.889243)"
230000257,"AMPLA HEALTH LINDHURST MEDICAL & DENTAL","COMMUNITY CLINIC 	","Non-LTC",0,"4941 OLIVEHURST AVE","OLIVEHURST",95961,"Flores, Benjamin H","lindhurst@dnci,org","","(530) 743-5770",680,"YUBA",23,"CHICO",230000147,"01Nov1977","21Nov2014","",39.097274,-121.551504,"(39.097274, -121.551504)"
80000723,"GROSSMONT HOSPITAL","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"5555 GROSSMONT CENTER DR","LA MESA",91942,"","","","",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000006,"10Aug1955","29May2015","",32.781728,-117.008127,"(32.781728, -117.008127)"
120001418,"OMNI FAMILY HEALTH","COMMUNITY CLINIC 	","Non-LTC",0,"655 S CENTRAL VALLEY HWY","SHAFTER",93263,"Castillon, Francisco L","loates@omnifamilyhealth.org","(661) 746-9197","(661) 746-9194",140,"KERN",12,"BAKERSFIELD",120000652,"28Oct2002","28Nov2014","",35.495081,-119.264566,"(35.495081, -119.264566)"
40000025,"ALICE MANOR CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",46,"8448 E ADAMS AVE","FOWLER",93625,"Clark , Kristine","jewelwilliams@verizon.net","(559) 834-2353","(559) 834-2519",90,"FRESNO",4,"FRESNO",40000115,"","04Nov2014","206100744",36.63441,-119.637772,"(36.63441, -119.637772)"
120001415,"OMNI FAMILY HEALTH","COMMUNITY CLINIC 	","Non-LTC",0,"1215 JEFFERSON ST","DELANO",93215,"Cherdsuriya, Ann","loates@omnifamilyhealth.org","(661) 454-1728","(661) 454-1700",140,"KERN",12,"BAKERSFIELD",120000654,"21Oct2002","21Nov2014","",35.772539,-119.245127,"(35.772539, -119.245127)"
630011573,"NORTH ORANGE COUNTY SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"1741 W ROMNEYA DR","ANAHEIM",92801,"","wtr2drt@aol.com","(714) 917-0785","(714) 772-2891",400,"ORANGE",6,"ORANGE COUNTY",,"","","",33.850747,-117.943386,"(33.850747, -117.943386)"
980002287,"ALWAYS STAY HOME NURSING SERVICE, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"11633 HAWTHORNE BLVD","HAWTHORNE",90250,"Kennedy, Sylvia  DJ","ashns11633@YAHOO.COM","(310) 337-1702","(310) 219-2857",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001402,"30Apr2002","30Apr2015","",33.928499,-118.352761,"(33.928499, -118.352761)"
