"iso2c","iso3c","country","year","gdp_percap","population","birth_rate","neonat_mortal_rate","region","income"
"KZ","KAZ","Kazakhstan",1991,8033.8768508114,16450500,21,22.3,"Europe & Central Asia","Upper middle income"
"KZ","KAZ","Kazakhstan",1992,7786.9100434817,16439095,19.9,22.4,"Europe & Central Asia","Upper middle income"
"KZ","KAZ","Kazakhstan",1999,7298.4073724091,14928426,14.2,20.9,"Europe & Central Asia","Upper middle income"
"KZ","KAZ","Kazakhstan",2003,11840.2998974825,14909018,16.63,17.9,"Europe & Central Asia","Upper middle income"
"LA","LAO","Lao PDR",1997,1582.5126354466,5068658,35.678,46.4,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2008,3397.9960272649,6045439,28.651,35.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1992,1151.5774913987,4496971,41.745,52.2,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1991,1097.2113624436,4371549,42.431,53.5,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1994,1307.845816391,4742685,39.735,49.8,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1995,1395.1437207762,4857774,38.47,48.6,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2007,3145.8300437578,5939634,28.821,36.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2000,1860.0488966,5342879,31.91,43.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2001,1981.5093457385,5424701,30.999,42.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1999,1747.3297644656,5256207,33.027,44.4,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2014,5340.3056992002,6689300,26.666,30.7,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2002,2100.9400349864,5502340,30.287,41.4,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1996,1485.8418273143,4966303,37.092,47.4,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1990,1047.7735231497,4247839,42.892,54.7,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1993,1214.9890287533,4621685,40.839,51,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2006,2897.0914471356,5838837,28.966,37.2,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2011,4233.3812475428,6366909,27.8,32.7,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2009,3616.2159165817,6153153,28.429,34.5,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",1998,1632.110895436,5165072,34.304,45.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2010,3904.357150834,6260544,28.142,33.6,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2012,4580.947397486,6473050,27.43,32,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2013,4967.9329447323,6579985,27.051,31.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2005,2629.958673547,5745012,29.134,38.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2003,2241.6077599774,5579003,29.753,40.3,"East Asia & Pacific","Lower middle income"
"LA","LAO","Lao PDR",2004,2415.0950507536,5658894,29.38,39.3,"East Asia & Pacific","Lower middle income"
"LB","LBN","Lebanon",1996,9447.6809085053,3070974,21.543,14.8,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1991,7010.30506155,2752473,24.12,19.6,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2004,10625.4570542917,3863271,14.795,9,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1994,8377.1966420937,2974647,22.655,16.5,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2008,13854.8374881617,4109389,13.047,6.6,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1997,9323.7191129087,3092684,20.89,14,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1998,9696.799823725,3113960,20.169,13.3,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1999,9668.010885834,3156661,19.383,12.6,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2011,15683.5833239439,4591698,13.982,5.6,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2012,15221.446857073,4924257,14.453,5.4,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2003,10042.1289606706,3701464,15.697,9.7,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1990,4998.9689018002,2703019,24.621,20.8,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2007,12528.167542977,4085426,13.127,7.1,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2005,10914.5422055822,3986865,14.021,8.3,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2006,11232.4642881492,4057041,13.453,7.6,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1993,7787.9879352287,2900862,23.15,17.5,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1992,7308.4979510296,2821868,23.634,18.5,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2000,9777.0942357894,3235380,18.53,11.8,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2009,15131.6498768193,4181742,13.198,6.2,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2010,15948.4549196281,4337156,13.534,5.9,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",1995,8934.2994463404,3033406,22.127,15.6,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2001,10010.0722745818,3359875,17.61,11.2,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2002,10020.6127002814,3522842,16.651,10.4,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2013,14537.8991412559,5286990,14.87,5.2,"Middle East & North Africa","Upper middle income"
"LB","LBN","Lebanon",2014,14172.6653257963,5612096,15.192,5,"Middle East & North Africa","Upper middle income"
"LC","LCA","St. Lucia",1995,6482.1039070879,147040,23.856,11.2,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2004,9112.1597470771,163462,17.635,11.2,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2000,7943.2250821645,156949,19.553,11.2,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2014,10772.2598378526,183645,15.168,9.5,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1994,6222.7942513565,145262,24.761,11.5,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1993,6077.6146263124,143592,25.662,11.8,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2013,10627.5968281974,182305,15.43,9.8,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1999,7527.6862832662,155073,20.32,11.1,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1990,5178.634515946,138180,28.253,12.8,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1996,6868.2230263387,148962,22.947,11.1,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1997,6919.5809284074,150994,22.043,11,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1998,7338.3584679351,153066,21.161,11,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2010,10361.8105258508,177397,16.338,10.5,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2011,10538.2252759214,179278,16.028,10.2,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2005,9221.6088378436,165407,17.413,11.2,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2006,10148.4895920416,167656,17.236,11.1,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2002,7823.2988312278,160218,18.358,11.3,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2003,8280.9262348941,161767,17.941,11.3,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2012,10524.3510374579,180890,15.718,10,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2009,10546.4473250877,175196,16.621,10.6,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2008,10664.8310351875,172729,16.863,10.8,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1991,5416.7252275052,140159,27.42,12.4,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2001,7777.6374666117,158650,18.895,11.3,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",1992,5855.0697239177,141934,26.551,12.1,"Latin America & Caribbean","Upper middle income"
"LC","LCA","St. Lucia",2007,10329.899498083,170146,17.063,10.9,"Latin America & Caribbean","Upper middle income"
"LI","LIE","Liechtenstein",1999,,32843,12.4,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2007,,35431,10,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2006,,35141,10.3,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1991,,29111,14.2,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1996,,31327,13.1,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2010,,36276,9.1,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1997,,31842,13.9,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2009,,36004,11.4,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2004,,34569,10.8,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1990,,28745,13.2,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2008,,35721,9.9,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2003,,34290,10.2,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1993,,29921,13.8,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1994,,30365,11.7,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1995,,30833,13.8,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1992,,29503,12.7,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2000,,33282,12.9,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2001,,33663,12.1,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2005,,34852,11,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",1998,,32357,12.6,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2002,,33995,11.7,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2011,,36537,10.9,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2012,,36791,9.7,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2013,,37040,9.2,,"Europe & Central Asia","High income"
"LI","LIE","Liechtenstein",2014,,37286,9.9,,"Europe & Central Asia","High income"
"LK","LKA","Sri Lanka",1993,2882.7528463478,17728000,19.525,13.7,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2007,6964.9863185029,19668000,18.415,7.7,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2006,6400.8167578622,19520000,18.573,8.2,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2008,7467.5918815553,19817000,18.18,7.2,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1994,3077.0322508193,17912000,19.228,13.2,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2010,8390.4074320412,20118000,17.511,6.4,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2011,9213.7754731064,20270000,17.112,6.1,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2013,10600.3758116382,20579000,16.307,5.7,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2009,7732.0559175952,19967000,17.874,6.8,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1991,2526.9184440901,17306000,20.212,14.2,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2005,5811.5058520439,19373000,18.654,8.7,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1997,3705.8250017492,18323000,18.601,11.5,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1992,2664.6731971764,17524000,19.852,14,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1995,3284.2746865899,18074000,18.968,12.6,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1996,3445.3853335233,18210000,18.756,12.1,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2001,4419.8033924304,18797000,18.506,9.8,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2012,10164.3563482885,20424000,16.703,5.9,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2014,11195.6942756295,20771000,15.938,5.6,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2000,4422.5648554984,18655000,18.465,10.1,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1990,2369.1857079975,17078000,20.624,14.3,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2004,5339.7989578723,19227000,18.663,9.4,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1998,3900.3353453437,18425000,18.505,11,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",1999,4106.4777656775,18532000,18.462,10.5,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2002,4630.59243042,18939000,18.566,9.6,"South Asia","Lower middle income"
"LK","LKA","Sri Lanka",2003,4965.7275376994,19083000,18.625,9.4,"South Asia","Lower middle income"
"LR","LBR","Liberia",1997,,2365290,43.517,49.1,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1995,,2079921,43.786,51.1,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2006,571.1992315125,3384804,39.598,32.9,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1996,,2197801,43.656,50.3,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1999,531.6851246142,2741755,43.089,45.6,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2000,663.0650546874,2891968,42.765,43.7,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1990,,2102877,45.331,57,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1991,,2066060,44.869,55.5,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2007,617.2337093112,3522337,38.969,31.3,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1998,461.0350644342,2558085,43.335,47.4,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2005,530.961091673,3269786,40.214,34.5,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1993,,2006349,44.175,52.9,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1994,,2019148,43.949,52,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2010,683.7921258418,3957990,37.123,27.6,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2011,732.633006942,4079574,36.558,26.8,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2008,646.6985008263,3672782,38.339,29.9,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2009,659.4439241726,3821498,37.72,28.6,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2001,673.1113022532,2998770,42.36,41.7,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2002,692.5550686511,3070673,41.888,39.7,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2012,784.5123573177,4190155,36.024,26,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2013,845.7973936356,4293692,35.521,25.3,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2014,845.4642054781,4396554,35.051,24.7,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",1992,,2028672,44.48,54.3,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2004,501.6644529647,3184643,40.806,36.2,"Sub-Saharan Africa","Low income"
"LR","LBR","Liberia",2003,484.9723443263,3124222,41.367,37.9,"Sub-Saharan Africa","Low income"
"LS","LSO","Lesotho",2008,1960.7082758963,1972194,28.493,34.7,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2004,1530.8163218523,1912042,29.173,35.5,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2007,1834.0913156438,1955656,28.508,34.7,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1994,1043.4651936166,1725118,33.86,40.8,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2009,2023.2472221989,1990413,28.543,34.7,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1993,988.0076833743,1693459,34.107,40.8,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1999,1211.5595527836,1839631,32.043,38.5,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1995,1068.7236021965,1753824,33.626,40.7,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2014,2647.9541218277,2109197,28.644,33.4,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2010,2187.3960300096,2010586,28.626,34.8,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2002,1383.2176039513,1885488,30.191,36.4,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2000,1291.1774676404,1856225,31.443,37.7,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2011,2297.3895481964,2032950,28.707,34.7,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1991,885.6422072319,1627900,34.781,40.6,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2005,1611.1753107754,1925844,28.825,35.2,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2006,1719.2620528837,1940345,28.609,34.8,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1992,952.5588531704,1660360,34.408,40.8,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1996,1128.6398249246,1779201,33.355,40.4,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1997,1179.9384943321,1801695,33.01,39.9,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1998,1200.2634317337,1821632,32.571,39.2,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2003,1466.6447828888,1898778,29.637,35.9,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2001,1365.2266204011,1871489,30.808,37,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2012,2427.4328356696,2057331,28.753,34.3,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",2013,2545.2241772337,2083061,28.738,33.9,"Sub-Saharan Africa","Lower middle income"
"LS","LSO","Lesotho",1990,840.5828629899,1597534,35.236,40.3,"Sub-Saharan Africa","Lower middle income"
"LT","LTU","Lithuania",2014,27685.9217668332,2932367,10.4,2.6,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2007,19277.1717326433,3231294,9.3,4.4,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2012,24475.0507509952,2987773,10.2,2.9,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2000,8695.4834867488,3499536,9.8,5.5,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2013,26511.2190121429,2957689,10.1,2.7,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2006,16728.9461476706,3269909,9.1,4.8,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2005,14681.8899951797,3322528,8.9,5.1,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2010,20085.0447824268,3097282,9.9,3.4,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2011,22541.7255710377,3028115,10,3.2,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2008,20796.7632597862,3198231,9.9,4.1,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2009,18277.9153390851,3162916,10.2,3.7,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1998,7990.7380412662,3549331,10.4,6.2,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2001,9664.3157862938,3470818,9,5.3,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1996,6633.1306543855,3601613,10.8,7.8,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1997,7302.5768381433,3575137,10.6,6.8,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2003,12315.6347855449,3415213,8.8,5.2,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2004,13251.4626436146,3377075,8.8,5.2,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1995,6180.4575517151,3629102,11.4,9.3,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1991,,3704134,15.1,11.1,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1993,,3682613,12.9,12.8,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1994,,3657144,11.6,11.3,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1999,8016.9376431674,3524238,10.3,5.8,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1992,,3700114,14.7,12.5,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",1990,,3697838,15.4,9.5,"Europe & Central Asia","Upper middle income"
"LT","LTU","Lithuania",2002,10732.6123700339,3443067,8.6,5.2,"Europe & Central Asia","Upper middle income"
"LU","LUX","Luxembourg",1999,51751.8060579032,430475,13,2.6,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1991,35537.4270497662,387000,12.9,4,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1990,32083.1862583608,381850,12.9,4.3,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1992,36520.5438690715,392175,13.1,3.8,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2013,95928.5990389599,543360,11.3,1,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1998,45567.2580377156,424700,12.7,2.7,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2003,60926.987220869,451630,11.7,2,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2012,90788.2865762064,530946,11.3,1.1,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2001,56234.104858179,441525,12.4,2.3,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2002,59409.4481056509,446175,12,2.2,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2005,67081.0783759969,465158,11.5,1.8,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2000,56593.3620724356,436300,13.1,2.4,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2004,65447.5476670766,458095,11.9,1.9,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1993,38440.5816207584,397475,13.5,3.6,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1997,43029.3620089689,419450,13.1,2.8,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2010,84589.8398682131,506953,11.6,1.2,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1995,41053.091853812,408625,13.3,3.2,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1996,42401.89991816,414225,13.7,3,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2009,80306.0811316769,497783,11.3,1.3,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2008,85015.6050935741,488650,11.5,1.4,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",1994,40207.3939057679,402925,13.5,3.4,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2014,98459.5200426276,556319,10.9,1,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2007,82846.1618508092,479993,11.4,1.5,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2011,91073.3220829315,518347,10.9,1.1,"Europe & Central Asia","High income: OECD"
"LU","LUX","Luxembourg",2006,77300.9656548164,472637,11.7,1.6,"Europe & Central Asia","High income: OECD"
"LV","LVA","Latvia",2007,19021.7830456883,2200325,10.9,7.2,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2002,10227.9866638855,2310173,8.7,9.1,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2013,22559.0844468823,2012647,10.2,5.6,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2014,23547.9793999503,1993782,10.9,5.4,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2006,16604.7970143403,2218357,10.3,7.5,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2004,12511.3555551455,2263122,9.1,8.2,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2005,14119.1168769506,2238799,9.8,7.9,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2001,9029.8677384712,2337170,8.4,9.7,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2008,19874.6255368289,2177322,11.2,6.9,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2009,17032.9426720105,2141669,10.3,6.6,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2010,17409.9059719927,2097555,9.4,6.3,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1991,,2650581,13.1,13.7,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2012,21122.2982149326,2034319,9.8,5.8,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2003,11342.4711337658,2287955,9.2,8.6,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1990,,2663151,14.2,12,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1996,6161.3467602433,2457222,8.1,15.2,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1992,,2614338,12.1,15,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1993,,2563290,10.4,15.9,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1994,,2520742,9.6,16.2,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1999,7659.7256405937,2390482,8.1,11.5,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2011,19451.0322812128,2059709,9.1,6,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",2000,8163.9649764898,2367550,8.6,10.4,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1997,6831.5499300178,2432851,7.7,14,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1998,7502.0203310287,2410019,7.6,12.7,"Europe & Central Asia","Upper middle income"
"LV","LVA","Latvia",1995,5960.2838163104,2485056,8.7,15.9,"Europe & Central Asia","Upper middle income"
"LY","LBY","Libya",1990,,4398419,28.726,20.9,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1991,,4499210,27.386,20.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1992,,4596811,26.135,19.6,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1993,,4691934,25.033,19.1,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1994,,4785488,24.112,18.5,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2005,23154.4321879534,5801543,22.462,12.4,"Middle East & North Africa","Upper middle income"
